id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria
543854,monica lopez, f ,2026-02-10,39.58,Villa Nueva,FOOD
500804,Paola Morales, F ,24/02/2026,"210,31",Antigua ,food
590165,Paola Morales ,f,2026-02-27,"187,54", GUATEMALA,Retail
525486,Rene Soto, m ,2026-02-15,"365,68",Guatemala,Retail
589630,Mario Lopez,m,25/02/2026,"399,17",Amatitlan,Education
575050,Paola Herrera,F,2026-02-18,402.25, Villa Nueva,Food
518689,oscar rojas ,M,2026-01-14,"326,76",Escuintla,Retail
559943,patricia soto,F,2026-02-28,192.46,Amatitlan,Food
573562,PEDRO HERRERA,M,2026-01-21,"322,93",Guatemala,Services
503196,Lucia Perez,f,2026-03-22,436.24,AMATITLAN,Services
567958,Oscar Rojas,f,2026-01-14,211.15,Amatitlan ,Education
564056, Ana Mejia, F ,2026-01-23,"217,34",GUATEMALA,Retail
588288,Luis Garcia, m ,2026-03-10,"378,21",Mixco,services
513795,patricia soto,f,12/01/2026,"270,26", Quetzaltenango,Services
501965, Luis Garcia,m,2026-01-12,,Guatemala,Services
559545, Ana Soto,f,2026-01-16,45.37,QUETZALTENANGO,Food
522219,Isabel Ramirez, f ,2026-03-07,207.01,Villa Nueva,Food
520790,Patricia Soto, F ,2026-01-21,"373,20",Amatitlan,retail
566611,Oscar Rojas, M ,2026-02-21,157.86,Escuintla ,Services
596508,Isabel Ramirez, m ,2026-03-01,307.03,Quetzaltenango,Services
528605,Pedro Herrera, F ,2026-02-09,"251,55",Escuintla,Retail
570169,Patricia Soto,,2026-03-25,249.31,Villa Nueva,Services
528961,Mario  Lopez, M ,2026-03-01,"428,02",guatemala,education
547470,Paola Herrera , m ,2026-01-07,437.81,Villa Nueva,Services
522865, Luis Garcia ,M,18/01/2026,410.76,Quetzaltenango,RETAIL
533773,Monica Lopez,f,2026-03-27,407.29,Quetzaltenango,Education
532894,Rene Soto ,M,2026-02-01,"380,05",Escuintla,Retail
531879,diego  ramirez,M,2026-03-26,254.10,Guatemala,EDUCATION
592711,Paola Herrera,,20/02/2026,"39,53", AMATITLAN,Education
559966,MARIO LOPEZ,M,2026-03-11,131.55, Quetzaltenango,Retail
501717,oscar rojas,m,2026-02-22,87.70,ESCUINTLA,Retail
501002,LUIS GARCIA, m ,2026-02-20,, Mixco,Food
552117,ANA DIAZ, f ,04/01/2026,"61,55",Antigua,Education
567188,Ana Soto,f,10/01/2026,169.96,Villa Nueva ,Retail
531151,Isabel Ramirez , f ,2026-01-09,"228,99",Mixco,SERVICES
586161,Ana Mejia, f ,2026-03-13,"345,61",AMATITLAN,SERVICES
552864,Mario Lopez, m ,2026-01-05,366.06,guatemala,Services
524211,Monica Lopez ,f,2026-02-17,"247,49",Amatitlan,Education
569404,ana mejia , M ,2026-03-20,"118,35",Escuintla,Education
576006,Pablo  Perez,m,23/03/2026,"21,64",Guatemala,SERVICES
556281,Jorge Castillo , m ,2026-01-02,"230,25",Guatemala,Food
569850,Paola Morales,F,2026-03-10,353.99,Antigua,Retail
588387,Julio Morales,f,17/03/2026,"271,34",Villa  Nueva,Food
558221,Pablo Perez,M,28/03/2026,"120,45",Guatemala,EDUCATION
548044, julio morales ,m,2026-03-14,290.26,guatemala,education
538151, Luis Garcia,m,2026-01-12,128.98,Amatitlan ,Education
530329,Mario Lopez, f ,2026-03-19,274.57, Quetzaltenango ,Food
540432,Luis Garcia,,2026-03-10,6138.45,Escuintla,Food
570599,Paola Herrera, f ,2026-01-02,"360,86",Antigua,Services
563982,Paola Morales,M,2026-03-09,78.43,Quetzaltenango,Food
513150,ISABEL RAMIREZ,F,2026-02-25,430.46,Antigua,Services
505036,Luis Garcia, m ,2026-01-03,48.46,MIXCO ,Food
594843,Pedro Herrera, m ,2026-01-06,"119,82",Villa Nueva,Food
549843,MARIA PAZ, M ,2026-02-07,134.08,Amatitlan,Retail
564682, Ana Diaz,f,2026-02-17,208.62,Antigua,Education
561496,isabel ramirez,f,2026-03-20,,VILLA NUEVA,education
512663, Rene Soto,M,2026-03-16,445.03,Quetzaltenango,food
518064,Patricia Soto,f,2026-02-08,"379,04",Mixco,FOOD
500676,MARIA PAZ ,f,06/02/2026,"107,90",Mixco,Education
597564,PATRICIA SOTO,f,2026-01-19,"27,67",Villa Nueva,Services
519867, Diego Ramirez, m ,2026-02-05,157.97,Antigua,Services
504720,Patricia Soto, F ,2026-01-16,"171,51",Amatitlan,education
543929,Paola Morales, F ,2026-01-26,"38,36",Antigua,education
501520,PEDRO HERRERA, m ,2026-01-21,447.84, ANTIGUA,Services
507791,lucia perez,m,2026-01-26,"179,76",Quetzaltenango,Services
544672,Diego Ramirez,m,13/03/2026,"60,86", QUETZALTENANGO,Retail
593154,Rene Soto, m ,19/01/2026,151.27,QUETZALTENANGO,Education
594007,Ana Diaz,f,2026-02-01,"232,14",Quetzaltenango,Food
502224,Luis Garcia, F ,2026-01-25,"438,81",Villa Nueva,education
551192,LUIS GARCIA ,m,27/01/2026,"114,08",MIXCO ,Services
588609,Luis Garcia, m ,2026-03-16,434.24,Guatemala,Retail
569775, Diego Ramirez ,m,2026-02-16,"98,69",Guatemala,Food
573163, Ana Diaz,f,2026-03-25,124.22,Escuintla,Services
533270,Paola Herrera, m ,2026-02-14,50.62,Villa Nueva,Food
542799, Mario Lopez, M ,2026-03-25,"87,91",QUETZALTENANGO,Services
567389,PATRICIA SOTO , f ,2026-03-27,"86,95", Villa Nueva,Retail
545887, Paola Morales,F,2026-01-20,369.22,AMATITLAN,Retail
573303,Carlos Mendez, m ,01/02/2026,139.84,antigua,Retail
505422,Paola  Morales,m,14/03/2026,"164,53",Quetzaltenango,Food
504432,Mario Lopez,M,2026-01-28,388.86,  Antigua ,Retail
513855,Ana Diaz,f,2026-02-18,369.44,Quetzaltenango,Food
569140, Pedro Herrera, f ,2026-01-22,"23,90",Villa Nueva,Retail
552849,paola herrera,f,2026-01-16,, Quetzaltenango,food
570200,Ana Diaz, F ,2026-02-11,"324,83",Villa Nueva,Food
532124,DIEGO  RAMIREZ,m,07/01/2026,249.45,Villa Nueva,SERVICES
546781,Diego  Ramirez,m,07/03/2026,298.62,Antigua,Food
540188,Mario Lopez,m,2026-03-22,99.66,Escuintla,Retail
538701,Carlos Mendez, m ,2026-03-03,141.31, Escuintla,Education
525679,ana mejia,f,2026-02-09,"357,60",antigua,Retail
543609,Isabel Ramirez,m,2026-01-03,,Villa Nueva,Services
510755, ana diaz,f,2026-01-28,"407,22",Quetzaltenango,FOOD
510748,PATRICIA SOTO, f ,2026-03-26,"252,48",Mixco,Services
538224,Rene Soto, m ,02/01/2026,259.96, ESCUINTLA ,Services
566093,Ana Diaz,m,09/03/2026,"416,60",GUATEMALA ,Food
530618,Carlos Mendez,m,2026-02-11,"104,24", Guatemala,Retail
514504,Jorge Castillo,M,2026-03-02,"305,37", Escuintla,education
522430,Ana Diaz,f,2026-01-14,38.44,Amatitlan,EDUCATION
512527,Isabel Ramirez,,2026-03-01,"201,64",  Antigua,FOOD
580621,Oscar Rojas,m,2026-01-19,193.04,Villa Nueva,Food
536132,Ana Mejia,f,2026-02-12,"365,54",Escuintla,SERVICES
513423,Pablo Perez, M ,2026-02-15,"147,83",Escuintla ,Education
567824, Carlos Mendez, m ,2026-03-15,"322,99", amatitlan,Education
552336,Monica Lopez , M ,16/03/2026,124.92,Escuintla,Food
580624,Ana Diaz,f,20/01/2026,"54,15", Quetzaltenango,Education
527152,JULIO MORALES, m ,18/03/2026,"131,63",Antigua ,Services
557849, Oscar Rojas, M ,2026-03-20,"56,65",Villa Nueva ,Education
593579,Mario  Lopez ,M,2026-02-08,"348,77",Quetzaltenango,Services
593354,RENE SOTO,M,2026-02-02,"449,16",Antigua,services
569419,Diego Ramirez ,M,26/02/2026,"360,19",Quetzaltenango,Education
530738,CARLOS MENDEZ,m,2026-01-18,39.48,quetzaltenango,Food
539229,Paola Morales,M,2026-02-17,"213,48", Escuintla,Education
545003,ANA  SOTO,f,22/03/2026,,Escuintla,SERVICES
567570,Mario Lopez,M,2026-03-12,33.21,Guatemala,food
518659, Mario Lopez ,,2026-01-13,299.19, Villa Nueva,Food
526514, Oscar Rojas , f ,2026-02-04,"26,55",quetzaltenango,Education
509674,Julio Morales,M,17/02/2026,403.60,Villa Nueva,Retail
517678, Ana Soto,F,2026-02-21,"300,14",Antigua,Services
558604,Monica Lopez, F ,19/02/2026,190.85,Escuintla ,RETAIL
522967, Pedro Herrera,M,2026-01-02,140.38, Antigua,Retail
511960,Isabel Ramirez,M,09/03/2026,"434,82",Antigua,Retail
517902,paola herrera,f,2026-02-06,48.92,Villa Nueva,Education
578148,Ana Soto,m,2026-02-07,322.64,MIXCO,Food
517196, Maria Paz , m ,2026-03-01,,antigua ,Food
591323,Diego Ramirez,m,05/01/2026,195.86,Quetzaltenango,RETAIL
509409,luis garcia,F,2026-03-27,"377,59",Escuintla,education
580888,Ana Mejia,f,04/01/2026,"86,46",Antigua,Retail
562273,Diego Ramirez ,m,2026-03-10,"190,95",Amatitlan,Retail
593774,Carlos Mendez , M ,2026-01-26,"248,49",GUATEMALA ,services
514627,PAOLA HERRERA,M,09/01/2026,"199,33",Amatitlan,Education
596167,Julio Morales, m ,13/01/2026,"280,94",Mixco,Retail
519005,Lucia Perez,f,26/01/2026,255.92,Mixco,services
588488,Ana Diaz,F,2026-02-07,"430,56",antigua,Services
584622,Carlos Mendez,M,2026-02-19,83.57,Guatemala,Retail
598630,JULIO MORALES, m ,2026-01-21,"193,79",Guatemala,Services
593742,JORGE CASTILLO,m,05/01/2026,262.84,Antigua,Services
513410,Lucia Perez,f,2026-02-04,, Antigua,Education
566141,Lucia Perez ,F,2026-02-26,"227,21",amatitlan,Education
554354,Pedro  Herrera,m,07/02/2026,"5817,26",Villa Nueva,Services
561035,Paola Morales,f,2026-02-06,"426,73",ANTIGUA,Food
585233,Ana Diaz ,f,2026-03-14,"64,87",Amatitlan,Retail
538287, Patricia Soto,F,2026-03-07,"257,10",Quetzaltenango,Food
536337,Paola Morales,f,10/03/2026,154.14,Guatemala ,Food
578725,ISABEL  RAMIREZ,f,2026-02-18,"145,32",GUATEMALA,Retail
561091, diego ramirez, m ,06/02/2026,7158.79,MIXCO,Services
575896,Oscar Rojas,M,2026-03-02,162.45, ESCUINTLA ,Services
548357,Lucia Perez,f,2026-03-09,"207,63", Quetzaltenango,Retail
556467,ana diaz,f,2026-02-26,347.13,Quetzaltenango,Education
599818,Oscar  Rojas,m,2026-01-15,419.97,Villa Nueva,Services
588179,Pedro Herrera , f ,2026-01-18,130.64,Escuintla,Retail
505566,Rene  Soto, m ,08/03/2026,"396,83",Guatemala,FOOD
566783,Paola Herrera ,f,2026-02-17,261.69, Mixco,retail
532555,Carlos Mendez, m ,2026-03-20,70.20,Villa Nueva,Food
574013,Diego Ramirez,F,2026-01-14,,quetzaltenango,Retail
557277,Maria  Paz,f,15/03/2026,48.64,Quetzaltenango,Services
517656, Maria Paz,f,2026-01-20,373.36,villa nueva,Services
549679, Luis Garcia, m ,2026-01-10,166.41,Quetzaltenango,Retail
559748, maria paz,f,21/02/2026,418.19,Villa Nueva,Services
539976,  lucia perez,,2026-02-17,"122,30",Amatitlan,Retail
597989,OSCAR ROJAS, f ,03/01/2026,20.47,Mixco,SERVICES
525235,Julio Morales,M,13/01/2026,"20,04",Guatemala,Services
523263,Mario Lopez , f ,2026-01-10,403.18,Guatemala,Retail
542353,Diego Ramirez, M ,2026-01-15,"172,96",Amatitlan ,Education
534422,PATRICIA SOTO, f ,2026-01-26,"339,98",mixco,Education
515400,LUIS GARCIA,m,2026-02-17,"122,43", Villa Nueva,services
541031,Pablo Perez,M,2026-03-17,"5068,56",Escuintla,Food
532777,Ana Mejia,m,2026-03-12,184.38,Escuintla,Services
530123, Carlos Mendez, m ,2026-03-16,"375,48", Mixco,Retail
521914,Isabel Ramirez, f ,23/03/2026,"138,64",Guatemala,Education
501533,LUIS  GARCIA,f,2026-03-17,58.45,Villa Nueva,Food
545801,Ana Diaz ,f,2026-01-26,"449,91",Villa Nueva,Services
599241,Patricia  Soto,f,2026-03-21,375.97,Guatemala,Education
554196,Rene Soto,f,2026-03-10,448.04,quetzaltenango,Education
571159,Rene Soto,m,2026-03-27,"369,00",guatemala,Education
530718,luis garcia, f ,2026-03-10,"205,24",Amatitlan,Education
577307,mario lopez, m ,2026-02-18,"144,01", Quetzaltenango,education
597670,Luis Garcia,M,15/02/2026,"400,36",Amatitlan,Food
526763,Pedro Herrera ,m,2026-03-22,106.04,Mixco ,EDUCATION
580536,Diego Ramirez ,M,09/01/2026,"418,16",escuintla,FOOD
548227,Pedro  Herrera, m ,2026-03-04,369.59,antigua,Retail
589314,carlos mendez,F,2026-03-10,309.62,Guatemala,retail
586395,Isabel Ramirez, F ,10/03/2026,"139,84",Antigua,Services
562696,PAOLA HERRERA,f,2026-02-05,393.86,Mixco ,Food
521203,Julio Morales,M,2026-03-18,"436,48",antigua,Food
573316,ANA DIAZ,f,25/01/2026,449.96,Quetzaltenango,FOOD
598295,Maria Paz,m,2026-02-20,"273,03",guatemala,FOOD
554010,Oscar Rojas, m ,2026-03-07,148.83,Escuintla,Education
549853, Ana Soto,f,2026-03-16,437.50,Guatemala,Education
531798, RENE SOTO,m,26/03/2026,324.15,Guatemala,retail
542824,PEDRO HERRERA,m,2026-03-15,366.85,VILLA NUEVA,Retail
535062, Diego Ramirez , m ,2026-03-26,"386,87",Mixco,Retail
579742,Pablo Perez, M ,2026-02-25,252.47, MIXCO ,FOOD
567418,Rene Soto,f,2026-01-27,291.66,Amatitlan,Education
510360,PAOLA MORALES, f ,2026-03-11,"160,67",Escuintla,Services
519803,Patricia Soto,f,2026-01-23,"238,78",Mixco,Food
597637, Julio Morales, m ,2026-01-18,335.47,Antigua,Services
577134,Diego Ramirez, m ,2026-01-16,274.78,guatemala,Food
599589,CARLOS MENDEZ,m,2026-02-07,"109,26",Escuintla,Retail
511506,ANA SOTO,F,2026-02-21,"383,88",Villa Nueva,Services
550870,ANA SOTO,f,26/01/2026,267.61,Amatitlan,Food
531532,PATRICIA SOTO ,,2026-03-02,"4989,35",Escuintla,SERVICES
523688, Rene Soto,m,2026-01-04,"310,07",AMATITLAN,Food
598729,Pedro Herrera,M,2026-02-20,"315,23",Mixco,EDUCATION
569562,Luis Garcia, M ,2026-03-20,"431,45",Mixco,Retail
537690, pablo perez, m ,09/01/2026,99.20,antigua,RETAIL
556781,Diego Ramirez, M ,2026-02-03,"50,39",Guatemala,Food
553162,Isabel Ramirez, f ,2026-01-07,"7157,17",mixco,Education
511808,Ana Mejia, f ,2026-03-20,446.87,QUETZALTENANGO ,Retail
558170,Luis Garcia, m ,2026-01-09,"265,21", Mixco,Retail
579422, DIEGO RAMIREZ , f ,2026-03-08,"203,56",Escuintla,Food
552451,Pablo Perez,,2026-01-07,"202,95",Mixco,Services
542631,Paola Morales, F ,16/01/2026,171.16,Antigua,Food
511919,monica lopez,F,2026-01-27,"79,12",Mixco,Food
558541, julio morales, M ,22/02/2026,412.03,Mixco  ,Services
574520, Rene Soto,f,2026-03-16,"230,41",Guatemala ,Retail
556076, Pedro Herrera, m ,2026-02-11,323.61,Antigua,Services
516776,Ana Diaz, f ,2026-02-28,"418,52", AMATITLAN,Retail
580759,Jorge Castillo,f,17/01/2026,146.66,Escuintla,Retail
501306,Pedro Herrera ,,18/01/2026,"213,74", Quetzaltenango ,services
528875,Isabel Ramirez,f,2026-01-20,305.66,ESCUINTLA,Education
591118,MONICA LOPEZ,m,2026-03-10,200.61,Quetzaltenango ,Retail
567603,mario lopez,f,2026-02-01,"217,12",Quetzaltenango ,Retail
577994,OSCAR ROJAS,F,03/03/2026,"290,53",Mixco  ,Education
517217,carlos mendez,M,2026-02-23,"205,89",Antigua,FOOD
560511,Rene  Soto ,m,2026-02-05,"131,05",Guatemala,Food
582113,Pablo Perez,m,2026-02-09,415.50, Antigua,food
580809,Pedro Herrera,m,2026-03-05,"248,77",Mixco,Retail
543373,paola morales,f,2026-02-10,213.43, Antigua,Retail
531372,Isabel Ramirez ,,18/01/2026,"242,87", guatemala,Services
528112,Patricia Soto, f ,2026-03-01,,Amatitlan,Food
526710, PATRICIA SOTO ,f,2026-03-28,"122,82",mixco,education
588648,Patricia Soto, f ,03/01/2026,"213,74",quetzaltenango,RETAIL
567753,Isabel Ramirez, M ,05/02/2026,"126,51",Antigua,Education
543304,JORGE CASTILLO,m,2026-01-12,"147,79",Escuintla,Services
583199,ISABEL RAMIREZ, F ,2026-03-10,299.64,Amatitlan,Services
595801,PABLO  PEREZ ,M,04/03/2026,"129,82",Guatemala ,Retail
511045,Monica Lopez,f,2026-03-13,"243,87",Escuintla ,Education
518064,Ana Soto, f ,2026-03-01,"144,84",Quetzaltenango,Services
513810,rene soto,m,2026-01-28,,Mixco,Services
554384, Rene Soto,m,20/02/2026,"275,80",Antigua,Education
575579,Rene Soto,m,12/03/2026,"394,63",Antigua,Retail
573784,Paola Herrera , f ,2026-03-09,"282,05",Quetzaltenango,services
538030,Carlos Mendez,m,2026-03-19,"168,64",Amatitlan,Retail
589820,paola herrera,F,2026-01-17,"298,53",Guatemala,EDUCATION
596372,Paola Herrera, F ,14/02/2026,"227,35",Antigua,Services
548653,Monica Lopez,M,2026-01-26,318.33,Villa Nueva,Education
568884, MARIO LOPEZ,,2026-01-22,167.16,Villa Nueva,Services
582543,Mario  Lopez, F ,2026-03-09,,Amatitlan,retail
555323,Pedro Herrera,f,2026-01-02,310.25,Quetzaltenango ,Education
558687,Rene Soto, M ,2026-02-28,49.93,Antigua,Services
586923,Carlos Mendez,M,2026-02-23,"85,18",Amatitlan,Food
505766,Oscar Rojas,M,2026-02-17,444.27, ANTIGUA,Retail
544754,Ana Soto , F ,26/02/2026,192.70,Amatitlan,Education
531202,Lucia Perez,f,2026-02-05,363.59,Guatemala,Food
566700,Pedro Herrera , M ,2026-01-17,"356,23", Villa Nueva,Education
534650,Paola Morales,f,2026-02-13,368.48,Quetzaltenango,services
527935,Diego Ramirez ,F,2026-02-13,"347,81",Quetzaltenango,Retail
515428,DIEGO RAMIREZ, m ,2026-01-11,332.83,Quetzaltenango,Retail
564596,Monica Lopez,F,2026-03-26,42.50,AMATITLAN,Services
590248,CARLOS MENDEZ, f ,01/03/2026,"81,73",Mixco,services
599472,Oscar Rojas, m ,2026-01-28,"316,99",Escuintla,Retail
525334,Ana Soto,f,2026-01-03,122.20,ESCUINTLA,Services
562150,Maria Paz,F,02/02/2026,"367,03",Mixco,Food
571234,Julio Morales,m,2026-01-03,,Amatitlan ,RETAIL
517141,Jorge Castillo,M,2026-01-11,"158,62", Mixco,Retail
589868,Pedro Herrera ,M,25/03/2026,44.26,Villa Nueva ,Food
508775,Rene Soto,m,2026-01-13,267.39,Mixco ,education
560439,Ana Mejia ,m,2026-02-15,"118,43",AMATITLAN,RETAIL
596749,Maria Paz , M ,25/02/2026,5408.20,Villa Nueva,EDUCATION
509333,paola herrera,F,23/02/2026,"262,55",Amatitlan,Retail
585291,Jorge Castillo,M,2026-01-13,206.03,Mixco,SERVICES
587428,Pablo  Perez,f,2026-01-20,"242,35",villa nueva,Retail
577999,Carlos Mendez, m ,2026-03-12,"416,22",MIXCO,Retail
507491,monica lopez,f,2026-02-15,,Mixco,Retail
557237, Luis Garcia,f,2026-03-20,268.87,ANTIGUA ,Services
529776,Monica Lopez,f,05/01/2026,143.71,Mixco,Food
554080,Julio Morales, F ,2026-01-19,"402,48",mixco,Services
543518,Maria Paz, M ,2026-01-02,128.09,Antigua ,Education
587301,Pedro Herrera, m ,04/02/2026,410.99, Quetzaltenango,Education
542986,diego ramirez ,m,2026-03-03,343.22, VILLA NUEVA,EDUCATION
596863,Mario Lopez,m,2026-01-22,"285,30",Quetzaltenango,retail
542734,Pablo Perez, M ,2026-02-03,"80,40",Quetzaltenango,Food
548969,Luis Garcia, f ,2026-03-11,192.48,Antigua,retail
578149,Lucia Perez, f ,2026-03-11,219.65,Amatitlan,Retail
525132,Carlos  Mendez,,2026-01-04,436.80,Quetzaltenango,Education
563911,Ana Soto,F,2026-02-01,"68,07",Antigua,Food
512164,Oscar Rojas,m,2026-03-12,"425,60",Guatemala,retail
536378,Isabel Ramirez, M ,2026-02-27,"73,55",Villa Nueva,EDUCATION
595805,Jorge Castillo,m,2026-02-04,93.30, Mixco,Services
582628,Patricia Soto, f ,2026-01-28,"271,81",Mixco,Services
542322,Mario Lopez,m,15/03/2026,87.77,Mixco ,Services
507184,Luis  Garcia,m,2026-01-20,"369,17",Guatemala,Food
538531,Ana Diaz ,f,25/02/2026,"35,42", Amatitlan,services
564688, Pablo Perez, m ,19/03/2026,"295,94",Quetzaltenango,Retail
525833,Luis Garcia,M,2026-03-17,128.08,Antigua,RETAIL
567056,Mario Lopez, m ,2026-01-16,90.21,Mixco,Food
502914,Oscar Rojas,m,2026-01-07,,Mixco ,Retail
592038,Luis Garcia ,F,2026-03-01,103.48,QUETZALTENANGO,FOOD
516634,Isabel Ramirez,f,28/02/2026,253.88,Mixco,Retail
557647,oscar rojas, F ,2026-02-23,"180,30",  guatemala,Education
556559,Ana Mejia,m,2026-02-06,271.72,AMATITLAN,Retail
549051,ISABEL  RAMIREZ,M,2026-02-16,"321,60",Antigua,Services
531494,ana soto,m,2026-01-25,153.16,Villa Nueva,Food
522990,Pedro Herrera ,m,2026-03-06,"31,66",Villa Nueva,Education
532566,Patricia Soto,f,2026-01-03,425.85,guatemala,Retail
523070,Lucia Perez,m,2026-03-22,"408,08",Villa Nueva,Retail
539729,Carlos Mendez ,m,2026-01-24,391.42,AMATITLAN,Retail
531000,PAOLA HERRERA, F ,2026-01-08,"189,91",VILLA  NUEVA,Services
528354,paola herrera ,f,2026-01-07,"21,18",guatemala,Education
525084,OSCAR ROJAS, m ,2026-01-27,"303,93",mixco,Services
568700,MARIA PAZ,F,2026-03-11,426.61,Mixco ,Retail
515474,Paola Herrera,f,2026-03-11,"115,61",Guatemala,Food
578370,Diego Ramirez,m,05/02/2026,"379,83",Mixco,retail
537484,Mario Lopez , m ,2026-03-20,101.56, Villa Nueva,Education
572335,Luis  Garcia, m ,2026-02-08,346.81,Quetzaltenango,Retail
504798,Patricia Soto, f ,2026-01-08,"22,17",Villa Nueva,Education
537534,diego ramirez,m,25/01/2026,393.13,mixco,Education
572049, Jorge Castillo,M,2026-02-25,"66,06",Amatitlan,SERVICES
580688,ISABEL RAMIREZ,M,2026-01-04,,Mixco,Education
518612,Maria  Paz,F,2026-03-15,"407,04",antigua,Education
538748,Diego Ramirez,M,2026-03-20,"68,93",Villa Nueva ,Education
571825,Diego Ramirez,m,2026-03-18,"431,95",Quetzaltenango,Education
532164,Paola Herrera,f,2026-02-08,57.60,Villa Nueva,Food
511474,Jorge Castillo, M ,2026-02-15,414.57,ESCUINTLA,Retail
513412, Monica Lopez,f,2026-03-05,20.38,Villa Nueva,Education
554459,Ana  Soto,F,24/01/2026,211.60,Guatemala  ,Education
559934,Paola Herrera,f,2026-03-13,"340,10",Quetzaltenango ,Retail
574854,Monica  Lopez,m,2026-02-26,160.22,Amatitlan,Education
574497,Jorge Castillo, m ,2026-02-11,"58,24",mixco,Education
558320, Jorge Castillo , f ,2026-03-07,39.39,Guatemala,FOOD
519911,Paola Herrera,m,2026-02-02,"384,86",ANTIGUA,Food
519356,Pedro Herrera, m ,2026-02-12,329.60,Amatitlan,Retail
561080,ANA MEJIA, M ,07/02/2026,42.26,Escuintla,Services
598494,Lucia Perez,f,03/03/2026,"272,60",Antigua,Services
587460,Paola Morales,f,2026-03-20,"421,14",Quetzaltenango,Retail
596373,Isabel Ramirez,f,2026-02-05,"242,94",MIXCO,Services
586902, Pedro Herrera, F ,2026-02-10,"417,87",ANTIGUA,Education
536103,Isabel Ramirez, f ,2026-01-22,269.70,Guatemala ,Retail
561169, Patricia Soto,f,09/03/2026,27.30,Mixco,Retail
590001,Maria Paz, M ,07/02/2026,270.54,Guatemala,Services
589159,Pedro Herrera, M ,21/01/2026,382.63,Escuintla ,Services
514628,Luis Garcia, M ,2026-01-13,336.27,Quetzaltenango,FOOD
557443,OSCAR ROJAS,m,2026-01-11,"160,83",Guatemala,Services
578570,jorge castillo,M,2026-01-13,"418,18", Guatemala,SERVICES
562468,Maria Paz, f ,2026-01-23,351.68,Guatemala,Retail
525647,oscar rojas,m,2026-01-13,83.97,Villa Nueva,Services
505356,MONICA LOPEZ,m,2026-01-05,"302,90",Villa Nueva ,food
510716,Ana Mejia, f ,2026-02-17,"105,10",Guatemala,food
562263, Oscar Rojas,F,17/02/2026,331.02,Amatitlan,Education
553799,carlos mendez ,M,2026-03-01,"387,32",Quetzaltenango,Services
576661,Carlos Mendez,m,06/03/2026,"378,33", Quetzaltenango,Retail
503352,Paola Herrera, f ,2026-03-08,"37,60",QUETZALTENANGO ,Food
525973,Monica Lopez,F,2026-03-25,,QUETZALTENANGO,Food
558751,ANA DIAZ,f,2026-02-23,224.95, Amatitlan,RETAIL
539721,Monica Lopez ,f,2026-02-03,,Antigua,Education
585329,Monica Lopez ,F,15/02/2026,"54,07",Mixco ,Education
507780,Ana Diaz, f ,2026-01-24,"74,86", Mixco,education
552204,Patricia Soto,m,2026-01-05,"308,98",Villa Nueva,Retail
547203,MONICA  LOPEZ,F,2026-02-18,424.27,Antigua,Food
539022,Isabel Ramirez,f,2026-02-24,310.16,Villa Nueva,EDUCATION
529444,Monica Lopez, f ,2026-02-15,345.69, Amatitlan,Food
565949,Ana Diaz ,M,2026-01-18,"244,70", Mixco,education
510897,Luis Garcia ,m,2026-02-25,"373,83",Villa Nueva,Food
548726,Rene Soto, M ,2026-03-01,"344,74",Quetzaltenango,Services
581849,Carlos Mendez,m,2026-02-05,"307,48",Villa Nueva,Services
575385,rene soto, m ,2026-02-10,339.65,AMATITLAN,Education
594570,Jorge Castillo ,f,2026-02-21,"58,81",guatemala,Education
505105,Carlos Mendez , m ,2026-01-24,"284,91",Mixco,SERVICES
537488,Paola Herrera ,f,2026-01-22,"98,50", GUATEMALA,Services
588404, diego ramirez, m ,2026-03-17,"179,17",amatitlan,Education
533327, ANA MEJIA,f,16/01/2026,428.07,Antigua,Food
505618,Maria Paz, m ,2026-03-14,217.57,Quetzaltenango,Education
591208,ANA MEJIA,f,23/02/2026,218.58,Amatitlan ,retail
586223,Paola Morales, M ,2026-02-08,"413,22",Villa Nueva,Education
502240,diego ramirez,F,2026-01-10,205.60,Amatitlan ,Retail
506537,Luis Garcia, M ,2026-03-06,"198,02",Antigua,Services
577920,Patricia Soto, m ,06/03/2026,204.26, Mixco ,Food
523169, Oscar Rojas, m ,2026-03-01,113.09,Mixco,food
515664,PAOLA MORALES ,m,15/02/2026,68.15,Quetzaltenango ,Food
514939,oscar rojas,m,2026-01-05,162.52,QUETZALTENANGO ,retail
521000,Rene Soto,m,24/03/2026,"41,70",MIXCO ,Services
516555,ANA DIAZ,f,2026-03-12,"303,33",Antigua ,Education
570169,Patricia Soto,,2026-03-25,249.31,Villa Nueva,Services
593825,Ana Diaz,f,2026-03-26,391.28, Mixco,Retail
569941,Lucia Perez, M ,2026-02-05,328.12,Antigua,Retail
537691,Jorge Castillo , m ,2026-01-12,"447,16",antigua,services
574871, Ana Mejia, M ,2026-03-28,290.27,Antigua,retail
573673,Jorge Castillo, f ,24/01/2026,154.54,Escuintla,Food
573964,luis garcia, M ,17/02/2026,238.35,Guatemala,education
505466,Pablo Perez,F,2026-03-21,247.55,Quetzaltenango,Retail
571299,RENE SOTO,m,2026-03-18,324.31,Escuintla,Retail
507492,Pablo Perez ,f,2026-02-14,320.42, QUETZALTENANGO,Education
548975,oscar rojas ,m,2026-01-23,196.03,ESCUINTLA,Education
